MARKET NAME-INSTITUTION DESCRIPTION,MIC,OPERATING MIC,OPRT/SGMT,LEGAL ENTITY NAME,LEI,MARKET CATEGORY CODE,ACRONYM,ISO COUNTRY CODE (ISO 3166),CITY,COMMENTS
OTCQX MARKETPLACE,OTCQ,OTCM,SGMT,,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,ELECTRONIC QUOTATION SYSTEM FOR PREMIUM MARKET TIER (OPERATED BY PINK SHEETS)
OTC PINK CURRENT,PINC,OTCM,SGMT,,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,
OTC PINK NO INFORMATION,PINI,OTCM,SGMT,,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,
OTC PINK LIMITED,PINL,OTCM,SGMT,,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,
OTC PINK MARKETPLACE,PINX,OTCM,SGMT,,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,
OTC GREY MARKET,PSGM,OTCM,SGMT,,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,
OTC LINK ECN,OTCN,OTCN,OPRT,,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,ELECTRONIC COMMUNICATIONS NETWORK.
OTC EXCHANGE OF INDIA,OTCX,OTCX,OPRT,,,NSPD,OTCEI,IN,MUMBAI,
OTP BANK NYRT,OTPB,OTPB,OPRT,,529900W3MOO00A18X956,SINT,,HU,BUDAPEST,SYSTEMATIC INTERNALISER.
OTP BANK ROMANIA SA,OTPR,OTPR,OPRT,,5299003TM0P7W8DNUF61,NSPD,,RO,BUCHAREST,OTC MARKETS FOR OTP BANK ROMANIA.
BERNER KANTONALBANK OTC-X,OTXB,OTXB,OPRT,,4T0J6O251JXNEB0VEZ08,NSPD,OTC-X,CH,BERNE,
OTCX TRADING LIMITED UK MTF,OTXT,OTXT,OPRT,OTCX TRADING LIMITED UK,21380098D55AZZWDP527,MLTF,,GB,LONDON,
OPENYIELD ATS,OYLD,OYLD,OPRT,OPENYIELD TRADING LLC,2549006AVK2P0AZTAI31,ATSS,OYLD,US,NEW YORK,
PARKER POLAND SP. ZO.O.,PARK,PARK,OPRT,PARKER POLAND SP. Z O.O.,259400PAESKCK43LUT62,NSPD,,PL,WARSAW,
PATRIA FINANCE A.S.,PATF,PATF,OPRT,PATRIA FINANCE A.S.,3.16E+19,NSPD,,CZ,PRAGUE,
ALTERNATIVE PLATFORM FOR SPANISH SECURITIES,PAVE,PAVE,OPRT,,,NSPD,PAVE,ES,BARCELONA,
PIRAEUS BANK,PBGR,PBGR,OPRT,PIRAEUS BANK S.A.,213800OYHR1MPQ5VJL60,SINT,,GR,ATHENS,SYSTEMATIC INTERNALISER FOR BONDS EXCLUDED ETC AND ETN.
PHILIPPINE DEALING AND EXCHANGE CORP,PDEX,PDEX,OPRT,,,NSPD,,PH,MAKATI CITY,PDEX PROVIDES A CENTRALIZED INFRASTRUCTURE FOR TRADING SECURITIES.
CODA MARKETS,PDQX,PDQX,OPRT,,,NSPD,PDQX,US,GLENVIEW,PREVISOULY PDQ ATS. REPLACED BY CODA MIC.
CODA MARKETS ATS DARK,PDQD,PDQX,SGMT,,,ATSS,,US,ILLINOIS,DARK POOL.
PEEL HUNT LLP UK,PEEL,PEEL,OPRT,PEEL HUNT LLP,5493007DWN0R4YBM4C84,NSPD,,GB,LONDON,
PEEL HUNT SYSTEMATIC INTERNALISER,PHSI,PEEL,SGMT,PEEL HUNT LLP,5493007DWN0R4YBM4C84,SINT,PEEL,GB,LONDON,
PEEL HUNT CROSSING,XPHX,PEEL,SGMT,PEEL HUNT LLP,5493007DWN0R4YBM4C84,NSPD,,GB,LONDON,ELECTRONIC CROSSING PLATFORM FOR EQUITIES
PEEL HUNT RETAIL,XRSP,PEEL,SGMT,PEEL HUNT LLP,5493007DWN0R4YBM4C84,NSPD,,GB,LONDON,ELECTRONIC TRADING PLATFORM FOR EQUITIES
PEPINS - MTF,PEPW,PEPW,OPRT,,549300PV0N0O6PILB435,MLTF,,SE,NACKA,MULTILATERAL TRADING FACILITY.
PEPINS - MTF - HALF-YEAR,PEPH,PEPW,SGMT,,549300PV0N0O6PILB435,MLTF,,SE,NACKA,MULTILATERAL TRADING FACILITY - HALF-YEAR TRADING SCHEDULE.
PEPINS - MTF - MONTH,PEPM,PEPW,SGMT,,549300PV0N0O6PILB435,MLTF,,SE,NACKA,MULTILATERAL TRADING FACILITY - MONTHLY TRADING SCHEDULE.
PEPINS - MTF - QUARTER,PEPQ,PEPW,SGMT,,549300PV0N0O6PILB435,MLTF,,SE,NACKA,MULTILATERAL TRADING FACILITY - QUARTERLY TRADING SCHEDULE.
PEPINS - MTF - YEAR,PEPY,PEPW,SGMT,,549300PV0N0O6PILB435,MLTF,,SE,NACKA,MULTILATERAL TRADING FACILITY - YEARLY TRADING SCHEDULE.
PFTS STOCK EXCHANGE,PFTS,PFTS,OPRT,,,NSPD,PFTS,UA,KIEV,
PFTS QUOTE DRIVEN,PFTQ,PFTS,SGMT,,,NSPD,,UA,KIEV,QUOTE DRIVEN MARKET IS A TRADING SEGMENT UNDER PFTS STOCK EXCHANGE.
PAYWARD GLOBAL TRADING (KRAKEN),PGTP,PGTP,OPRT,PAYWARD GLOBAL TRADING PTE LTD,254900ZM47I0RKNH6P20,OTHR,PGT,SG,SINGAPORE,
ARITAS FINANCIAL LTD,PIEU,PIEU,OPRT,,,NSPD,,GB,LONDON,MTF FOR LARGE BLOCK PAN-EUROPEAN EQUITIES.
ARITAS SECURITIES LLC,PIPE,PIPE,OPRT,,,NSPD,,US,NEW YORK,
PIPER SANDLER AND CO.,PIPR,PIPR,OPRT,,549300GRQCWQ3XGH0H10,NSPD,,US,GREENWICH,REGISTERED MARKET FOR EQUITIES.
PIPER SANDLER AND CO. - ATS,PJCX,PIPR,SGMT,PIPER SANDLER AND CO.,549300GRQCWQ3XGH0H10,ATSS,,US,GREENWICH,"CEASED OPERATIONS ON JANUARY 4, 2024."
PIRUM,PIRM,PIRM,OPRT,,213800F2KUVLIFOYYP87,NSPD,,GB,LONDON,SECURITIES LENDING CCP FLOW PROVIDER.
BANK POLSKA KASA OPIEKI S.A.,PKOP,PKOP,OPRT,,5493000LKS7B3UTF7H35,SINT,PEKAO,PL,WARSAW,SYSTEMATIC INTERNALISER.
"MTS PORTUGAL SGMR, SA",PMTS,PMTS,OPRT,,,NSPD,,PT,LISBON,
PORTFOLIO STOCK EXCHANGE,POSE,POSE,OPRT,"EUROPEAN DIGITAL SECURITIES EXCHANGE, S.L.",959800UP9ANDBHTKJ408,MLTF,,ES,MADRID,MULTILATERAL TRADING FACILITY.
PACIFIC OTC,POTC,POTC,OPRT,,,NSPD,POTC,VU,PORT VILA,TRADING PLATFORM FOR OTC EQUITIES AND DEBT.
PO TRADE LIQUIDITY,POTL,POTL,OPRT,PO CAPITAL MARKETS PTY LIMITED,9845004F66FFD50H6576,RMKT,PO CAP,AU,SYDNEY,
PROPERTY PARTNER EXCHANGE,PPEX,PPEX,OPRT,LONDON HOUSE EXCHANGE LIMITED,213800RKHIF4VKLY2E56,NSPD,,GB,LONDON,
PRAGMA ATS,PRSE,PRSE,OPRT,,,ATSS,,US,NEW YORK,REGISTERED ATS FOR US EQUITIES
POLISH TRADING POINT,PTPG,PTPG,OPRT,POLISH TRADING POINT S.A.,259400R399CK3MYYSL28,NSPD,PTP,PL,WARSAW,ELECTRONIC TRADING PLATFORM FOR OTC ENERGY PRODUCTS
INSTINET BLOCKCROSS ATS,PULX,PULX,OPRT,,549300MGMN3RKMU8FT57,ATSS,BLKX,US,NEW YORK,
"PUMA CAPITAL, LLC",PUMA,PUMA,OPRT,,549300JCDSTWZAXPY025,NSPD,PUMA,US,PURCHASE,US BROKER-DEALER.
"PUMA CAPITAL, LLC - OPTIONS",PUMX,PUMA,SGMT,,549300JCDSTWZAXPY025,NSPD,PUMA,US,PURCHASE,US BROKER-DEALER.
PUNDION LLC,PUND,PUND,OPRT,PUNDION LLC,549300FOYST42PEQ1R51,NSPD,,US,NEW YORK,EQUITY PRODUCTS.
PROVABLE MARKETS,PVBL,PVBL,OPRT,PROVABLE MARKETS LLC,549300Y75F32J4LE5S67,ATSS,PVBL,US,NEW YORK,
POWER EXCHANGE INDIA LTD.,PXIL,PXIL,OPRT,,3358001SNLGRJLFULN75,NSPD,,IN,MUMBAI,ELECTRONIC NATION-WIDE EXCHANGE FOR TRADING OF ELECTRICITY
QUOTE MTF,QMTF,QMTF,OPRT,,,NSPD,,HU,BUDAPEST,"MULTILATERAL TRADING FACILITY FOR EEA STOCKS - MARKET CEASED ITS ACTIVITIES ON NOVEMBER 15, 2013"
QLX,XQLX,QMTF,SGMT,,,NSPD,,HU,BUDAORS,HYBRID MODEL MTF FOR PAN-EUROPEAN EQUITIES.
MTS QUASI GOVERNMENT,QMTS,QMTS,OPRT,,,NSPD,,GB,LONDON,DELETED AT THE REQUEST OF MTS GROUP
Q-WIXX PLATFORM,QWIX,QWIX,OPRT,,,NSPD,,GB,LONDON,
R5FX LIMITED,R5FX,R5FX,OPRT,,213800BMWXD3SACBHQ15,RMKT,,GB,LONDON,ELECTRONIC TRADING PLATFORM FOR FX SPOT TRADING.
RABOBANK INTERNATIONAL UK,RABL,RABL,OPRT,RABOBANK INTERNATIONAL LONDON,DG3RU1DBUFHT4ZF9WN62,SINT,,GB,LONDON,SYSTEMATIC INTERNALISER.
RABOBANK,RABO,RABO,OPRT,,DG3RU1DBUFHT4ZF9WN62,SINT,,NL,UTRECHT,SYSTEMATIC INTERNALISER.
RAYMOND JAMES,RAJA,RAJA,OPRT,"RAYMOND JAMES AND ASSOCIATES, INC.",U4ONQX15J3RO8XCKE979,OTHR,,US,NEW YORK,
RBC INVESTOR SERVICES BANK S.A.,RBCB,RBCB,OPRT,,549300IVXKQHV6O7PY61,NSPD,,LU,ESCH-SUR-ALZETTE,
RBC INVESTOR SERVICES BANK S.A. - SYSTEMATIC INTERNALISER,RBSI,RBCB,SGMT,,549300IVXKQHV6O7PY61,SINT,,LU,ESCH-SUR-ALZETTE,SYSTEMATIC INTERNALISER.
RBC - PARIS BRANCH,RBCC,RBCC,OPRT,ROYAL BANK OF CANADA,ES7IP3U3RHIGC71XBU11,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
RBC EUROPE LIMITED,RBCE,RBCE,OPRT,,TXDSU46SXBWIGJ8G8E98,NSPD,,GB,LONDON,EQUITIES BROKER FILL.
RBC CAPITAL MARKETS (EUROPE) GMBH,RBCG,RBCG,OPRT,RBC CAPITAL MARKETS (EUROPE) GMBH,549300SXSTGQY3EA1B18,SINT,,DE,FRANKFURT,
RBC - ROYAL BANK OF CANADA,RBCM,RBCM,OPRT,ROYAL BANK OF CANADA,ES7IP3U3RHIGC71XBU11,SINT,RBC,GB,LONDON,"FIXED INCOME, CURRENCIES AND COMMODITIES."
RBC CAPITAL MARKETS LLC,RBCS,RBCS,OPRT,RBC CAPITAL MARKETS LLC,549300LCO2FLSSVFFR64,OTHR,RBCCM,US,NEW YORK,US BROKER DEALER.
RBC CAPITAL MARKETS LLC - HOSTED POOL,LAKE,RBCS,SGMT,RBC CAPITAL MARKETS LLC,549300LCO2FLSSVFFR64,OTHR,,US,NEW YORK,EQUITIES HOSTED POOL VIA INTELLIGENT CROSS.
RBC INVESTOR SERVICES TRUST,RBCT,RBCT,OPRT,,5493002MUOV04NSPT571,NSPD,,GB,LONDON,
RBC INVESTOR SERVICES TRUST - SYSTEMATIC INTERNALISER,RTSI,RBCT,SGMT,,5493002MUOV04NSPT571,SINT,,GB,LONDON,SYSTEMATIC INTERNALISER.
RAIFFEISEN BANK (HUNGARY),RBHU,RBHU,OPRT,,5493001U1K6M7JOL5W45,SINT,RBHU-SI,HU,BUDAPEST,SYSTEMATIC INTERNALISER.
RAIFFEISEN BANK INTERNATIONAL AG,RBIV,RBIV,OPRT,,9ZHRYM6F437SQJ6OUG95,SINT,,AT,VIENNA,SYSTEMATIC INTERNALISER.
RBS CROSS,RBSX,RBSX,OPRT,,2138005O9XJIJN4JPN90,NSPD,,GB,LONDON,RBS CROSS IS THE BROKER CROSSING SYSTEM (BCS) OPERATED BY RBS.
RBC CAPITAL MARKETS ARBITRAGE S.A.,RCMA,RCMA,OPRT,,VPSDYLYD46Y0HGE26Y04,NSPD,,US,NEW YORK,
RENAISSANCE SECURITIES (CYPRUS) LIMITED,RENC,RENC,OPRT,RENAISSANCE SECURITIES (CYPRUS) LIMITED,IK9CLH4U15AXJVV22968,SINT,,CY,NICOSIA,
"RAIFFEISENBANK, AS.",RFBK,RFBK,OPRT,,3.16E+19,SINT,RBCZ,CZ,PRAGUE,SYSTEMATIC INTERNALISER.
REAL FORTUNE INVESTMENT L.L.C,RFIM,RFIM,OPRT,REAL FORTUNE INVESTMENT L.L.C,984500FED3894XAD4482,OTHR,,AE,DUBAI,
RIVERCROSS,RICX,RICX,OPRT,"RIVER CROSS SECURITES, LP",,ATSS,,US,NARBERTH,"RIVERCROSS™ IS AN ALTERNATIVE TRADING SYSTEM (ATS) OPERATED PURSUANT TO REGULATION ATS BY RIVERCROSS SECURITIES, LLLP, PROVIDING A SECURE AND CONFIDENTIAL LIQUIDITY SOURCE FOR U.S.-REGISTERED BROKER-DEALERS AND THEIR CLIENTS."
RIVERCROSS DARK,RICD,RICX,SGMT,"RIVER CROSS SECURITES, LP",,NSPD,RIVERX,US,NARBERTH,DARK POOL.
REFINITIV - FORWARDS MATCHING,RITS,RITS,OPRT,REFINITIV INDIA TRANSACTION SERVICES PRIVATE LIMITED,335800W2HWQ4MHQLGU85,OTHR,,IN,MUMBAI,
RAIFFEISENLANDESBANK OBERÖSTERREICH,RLBO,RLBO,OPRT,RAIFFEISENLANDESBANK OBERÖSTERREICH AKTIENGESELLSCHAFT,I6SS27Q1Q3385V753S50,SINT,,AT,LINZ,SYSTEMATIC INTERNALISER.
RMB MORGAN STANLEY,RMMS,RMMS,OPRT,RMB MORGAN STANLEY,54930026T33G80GFU737,NSPD,,ZA,JOHANNESBURG,
RMB MORGAN STANLEY - INVENTORY MANAGER,RMMX,RMMS,SGMT,RMB MORGAN STANLEY,54930026T33G80GFU737,NSPD,,ZA,JOHANNESBURG,
REFINITIV MTF,RMTF,RMTF,OPRT,FINANCIAL AND RISK TRANSACTION SERVICES IRELAND LIMITED,635400MQZIPRVPDDZK76,MLTF,,IE,DUBLIN,MULTILATERAL TRADING FACILITY.
FINANCIAL AND RISK TRANSACTIONS SERVICES IRELAND LIMITED - FORWARDS MATCHING,FXFM,RMTF,SGMT,FINANCIAL AND RISK TRANSACTION SERVICES IRELAND LIMITED,635400MQZIPRVPDDZK76,MLTF,,IE,DUBLIN,FORWARDS MATCHING.
FINANCIAL AND RISK TRANSACTIONS SERVICES IRELAND LIMITED - FXALL RFQ MTF,FXRQ,RMTF,SGMT,,635400MQZIPRVPDDZK76,MLTF,,IE,DUBLIN,FXALL REQUEST FOR QUOTE (RFQ) MULTILATERAL TRADING FACILITY (MTF).
FINANCIAL AND RISK TRANSACTIONS SERVICES IRELAND LIMITED - FXALL RFS MTF,FXRS,RMTF,SGMT,FINANCIAL AND RISK TRANSACTIONS SERVICES IRELAND LIMITED,635400MQZIPRVPDDZK76,MLTF,FRTSIL,IE,DUBLIN,FXALL REQUEST FOR STREAM MULTILATERAL TRADING FACILITY.
TAIPEI EXCHANGE,ROCO,ROCO,OPRT,,,NSPD,TPEX,TW,TAIPEI,
ROSARIO FUTURE EXCHANGE,ROFX,ROFX,OPRT,,,NSPD,ROFEX,AR,ROSARIO,REGISTERED MARKET FOR FUTURES AND OPTIONS.
SIX REPO AG,ROSR,ROSR,OPRT,,549300US7CXLXPE4NY48,NSPD,SIX,CH,ZURICH,SWISS INTERBANK REPO MARKET OPERATED BY SIX REPO AG.
SIX REPO AG - CH REPO MARKET,XREP,ROSR,SGMT,,549300US7CXLXPE4NY48,NSPD,SIX,CH,ZURICH,CH REPO MARKET OPERATED BY SIX REPO AG.
SIX REPO AG - OTC SPOT MARKET,XROT,ROSR,SGMT,,549300US7CXLXPE4NY48,NSPD,SIX,CH,ZURICH,OTC SPOT MARKET.
RWANDA OTC MARKET,ROTC,ROTC,OPRT,,,NSPD,RSE,RW,KIGALI,
MOSCOW ENERGY EXCHANGE,RPDX,RPDX,OPRT,,,NSPD,MOSENEX,RU,MOSCOW,RUSSIAN POWER DERIVATIVES EXCHANGE.
ROUTE4GAS,RR4G,RR4G,OPRT,ROUTE4GAS B.V.,724500EY0KGMVVONVS49,NSPD,R4G,NL,AMSTERDAM,
RAIFFEISEN BANK S.A. (ROMANIA),RRSI,RRSI,OPRT,RAIFFEISEN BANK S.A.,549300RFKNCOX56F8591,SINT,,RO,BUCHAREST,
RWANDA STOCK EXCHANGE,RSEX,RSEX,OPRT,,,NSPD,RSE,RW,KIGALI,PRINCIPAL STOCK MARKET FOR EQUITY AND BONDS.
REFINITIV TRANSACTIONS SERVICES LIMITED,RTSL,RTSL,OPRT,TRANSACTIONS SERVICES LIMITED,549300SDDJE84DDJNB30,NSPD,RTSL,GB,LONDON,
REFINITIV TRANSACTION SERVICES LIMITED - FX SPOT ECN,ECNL,RTSL,SGMT,REFINITIV TRANSACTION SERVICES LIMITED,549300SDDJE84DDJNB30,OTHR,,GB,LONDON,
REFINITIV TRANSACTIONS SERVICES LIMITED - FXALL RFQ,TRAL,RTSL,SGMT,REFINITIV TRANSACTIONS SERVICES LIMITED,549300SDDJE84DDJNB30,MLTF,,GB,LONDON,TRADING REQUEST FOR QUOTE PLATFORM FOR FX OTC DERIVATIVES.
REFINITIV TRANSACTION SERVICES LIMITED - FORWARDS MATCHING,TRFW,RTSL,SGMT,TRANSACTIONS SERVICES LIMITED,549300SDDJE84DDJNB30,NSPD,,GB,LONDON,REGISTERED MARKET FOR OTC FX DERIVATIVES.
REFINITIV TRANSACTION SERVICES PTE. LTD,RTSP,RTSP,OPRT,REFINITIV TRANSACTION SERVICES PTE. LTD,5493004U2OZSNOP2ML97,NSPD,RTSPL,SG,SINGAPORE,
REFINITIV MATCHING NDFS SINGAPORE,FXSM,RTSP,SGMT,REFINITIV TRANSACTION SERVICES PTE. LTD,5493004U2OZSNOP2ML97,RMOS,,SG,SINGAPORE,
RTX FINTECH AND RESEARCH,RTXF,RTXF,OPRT,RTX FINTECH AND RESEARCH LLC,549300UDXT9JSAE4QH10,SEFS,,US,NEW YORK,
RULEMATCH,RULE,RULE,OPRT,RULEMATCH AG,50670031R3B43KXX1869,OTHR,,CH,ZURICH,RULE
NON-PROFIT PARTNERSHIP FOR THE DEVELOPMENT OF FINANCIAL MARKET RTS,RUSX,RUSX,OPRT,NON-PROFIT PARTNERSHIP FOR THE DEVELOPMENT OF FINANCIAL MARKET RTS,253400S9DKA7JG1JWC41,NSPD,NP RTS,RU,MOSCOW,
RAIFFEISENVERBAND SALZBURG,RVSA,RVSA,OPRT,RAIFFEISENVERBAND SALZBURG EGEN,529900LU7D396TOO3B50,SINT,,AT,SALZBURG,
SOCIETY3 FUNDERSMART,S3FM,S3FM,OPRT,,,NSPD,S3FM,CH,LUZERN,"NON REGULATED, US SEC AND SWISS FINMA COMPLIANT AND BANKING LICENSE EXEMPT EQUITY FUNDRAISING AND TRADING PLATFORM."
SAGETRADER,SAGE,SAGE,OPRT,,,NSPD,,US,SAN FRANCISCO,BROKER DEALER.
BANCO SANTANDER S.A.,SANT,SANT,OPRT,,5493006QMFDDMYWIAM13,SINT,SANT,ES,SANTANDER,SYSTEMATIC INTERNALISER.
SPAREBANK 1 MARKETS,SB1M,SB1M,OPRT,,5967007LIEEXZX5AEG57,SINT,SB1M,NO,OSLO,SYSTEMATIC INTERNALISER.
SCOTIABANK,SBEX,SBEX,OPRT,,5G6NVP4WADOI32VUUB17,SINT,,GB,LONDON,SYSTEMATIC INTERNALISER.
JAPANNEXT - J - MARKET,SBIJ,SBIJ,OPRT,,,NSPD,,JP,TOKYO,
JAPANNEXT - U - MARKET,SBIU,SBIJ,SGMT,,,NSPD,,JP,TOKYO,JAPANNEXT - UNIFORM SPREAD MARKET.
JAPANNEXT - VWAP CROSSING,SBIV,SBIJ,SGMT,,,NSPD,,JP,TOKYO,VWAP CROSSING PLATFORM.
JAPANNEXT - X - MARKET,XSBI,SBIJ,SGMT,,,NSPD,,JP,TOKYO,
SYDBANK A/S,SBSI,SBSI,OPRT,,GP5DT10VX1QRQUKVBK64,SINT,,DK,AABENRAA,SYSTEMATIC INTERNALISER.
STANDARD CHARTERED BANK AG,SCAG,SCAG,OPRT,,549300WDT1HWUMTUW770,SINT,,DE,FRANKFURT,SYSTEMATIC INTERNALISER.
SCALABLE CAPITAL,SCLB,SCLB,OPRT,SCALABLE CAPITAL GMBH,391200Y3EUNL4LTXRP94,SINT,,DE,MUNICH,
SCOTTISH STOCK EXCHANGE,SCOT,SCOT,OPRT,,2138004NBR4V18KZFG35,RMKT,SSX,GB,EDINBURGH,
SEED CX,SCXO,SCXO,OPRT,,549300QL4OBS1FRY4P39,NSPD,SEED CX,US,CHICAGO,
SEED DIGITAL SECURITIES MARKET,SCXA,SCXO,SGMT,,5493009JXYKN3NLOUE77,ATSS,,US,CHICAGO,"ELECTRONIC TRADING PLATFORM FOR SECURITIES, ALTERNATIVE TRADING SYSTEM (ATS)."
SEED FUTURES,SCXF,SCXO,SGMT,,549300HO3R60QNJ2JJ83,NSPD,,US,CHICAGO,"ELECTRONIC TRADING PLATFORM, DESIGNATED CONTRACTS MARKET (DCM)."
SEED DIGITAL COMMODITIES MARKET,SCXM,SCXO,SGMT,,5493009JXYKN3NLOUE77,NSPD,,US,CHICAGO,ELECTRONIC TRADING PLATFORM FOR COMMODITIES.
SEED SEF,SCXS,SCXO,SGMT,,549300KEYNHAIZ6OWT97,SEFS,,US,CHICAGO,"ELECTRONIC TRADING PLATFORM FOR SWAPS, SWAP EXECUTION FACILITY (SEF)."
ZERO HASH,ZERO,SCXO,SGMT,,549300HO3R60QNJ2JJ83,NSPD,,US,CHICAGO,CALCULATION AGENT AND SETTLEMENT PLATFORM.
STIFEL EUROPE BANK AG,SEBA,SEBA,OPRT,STIFEL EUROPE BANK AG,529900MC68RTGHKI4F05,SINT,SEBA,DE,FRANKFURT,SYSTEMATIC INTERNALISER.
SEB LITHUANIA,SEBL,SEBL,OPRT,,549300SBPFE9JX7N8J82,SINT,,LT,VILNIUS,SYSTEMATIC INTERNALISER.
SEB,SEBS,SEBS,OPRT,,F3JS33DEI6XQ4ZBPTN86,SINT,SEB,SE,STOCKHOLM,SEB SYSTEMATIC INTERNALISER.
SEB ENSKILDA,ENSX,SEBS,SGMT,,549300OBW7CMVSEYXY30,NSPD,,SE,STOCKHOLM,SEB ENSKILADA LIQUIDITY POOL.
SEB - LIQUIDITY POOL,SEBX,SEBX,OPRT,,F3JS33DEI6XQ4ZBPTN86,NSPD,SEB,SE,STOCKHOLM,SKANDINAVISKA ENSKILDA BANKEN AB LIQUIDITY POOL.
SECDEX CLEARING LIMITED,SECC,SECC,OPRT,,,NSPD,,SC,VICTORIA,
SECDEX DEPOSITORY LIMITED,SECD,SECD,OPRT,,,NSPD,,SC,VICTORIA,
SECDEX EXCHANGE LIMITED,SECE,SECE,OPRT,,,NSPD,,SC,VICTORIA,
SECFINEX,SECF,SECF,OPRT,,,NSPD,,GB,LONDON,MULTILATERAL TRADING FACILITY - ELECTRONIC EXCHANGE FOR STOCK BORROWING AND LENDING TRANSACTIONS.
SECDEX DIGITAL CUSTODIAN LIMITED,SEDC,SEDC,OPRT,,,NSPD,,SC,VICTORIA,
SEEDRS - SECONDARY MARKET,SEDR,SEDR,OPRT,,213800CQVNZSSPOVUD17,NSPD,,GB,LONDON,EQUITY CROWDFUNDING PLATFORM.
SISTEMA ESPECIAL DE LIQUIDACAO E CUSTODIA DE TITULOS PUBLICOS,SELC,SELC,OPRT,,AALGVYK6RWPEUC46UZ70,NSPD,,BR,RIO DE JANEIRO,SELIC (SISTEMA ESPECIAL DE LIQUIDACAO E CUSTODIA DE TITULOS PUBLICOS - IN ENGLISH: SPECIAL SYSTEM FOR CUSTODY AND SETTLEMENT OF PUBLIC SECURITIES) IS THE CENTRAL CUSTODIAN FOR ALL SECURITIES EMITTED BY THE BRAZILIAN NATIONAL TREASURY.
SEMOPX,SEMX,SEMX,OPRT,,549300V1ZX6X7NWD2Q47,NSPD,,IE,DUBLIN,
STOCK EXCHANGE PERSPECTIVA,SEPE,SEPE,OPRT,,,NSPD,,UA,DNIPROPETROVSK,
SWISSCANTO FUNDS CENTRE LIMITED,SFCL,SFCL,OPRT,,213800OS3ZBK5VOTKW82,NSPD,,GB,LONDON,PRIMARY MARKET FOR FUNDS.
FIS SECURITIES FINANCE MATCHING PLATFORM,SFMP,SFMP,OPRT,PLATFORM SECURITIES LLP,213800DGZGQGCLREAY39,MLTF,SFMP,GB,LONDON,
SFOX,SFOX,SFOX,OPRT,SFOX INC.,549300ZEB7CLQ2GVMG42,CASP,SFOX,US,LOS ANGELES,BITCOIN AND CRYPTOASSET PRIME DEALER.
"SG AMERICAS SECURITIES, LLC",SGAS,SGAS,OPRT,,549300F35UE0BOM1WJ55,NSPD,SGAS,US,NEW YORK,US BROKER DEALER.
"SG AMERICAS SECURITIES, LLC - SECOND VENUE",SGA2,SGAS,SGMT,"SG AMERICAS SECURITIES, LLC",549300F35UE0BOM1WJ55,NSPD,SGAS,US,NEW YORK,US BROKER DEALER.
SHANGHAI GOLD EXCHANGE,SGEX,SGEX,OPRT,,3003004V7M6KK9GJNJ25,NSPD,SGE,CN,SHANGHAI,
GOLDMAN SACH MTF,SGMA,SGMA,OPRT,,549300CWUTEDC3CFJ739,NSPD,,US,NEW YORK,GS'S MTF. IMPLEMENTATION DATE: FEBRUARY 1ST 2008
SIGMA X EUROPE NON-DISPLAYED BOOK,SGMU,SGMU,OPRT,GOLDMAN SACHS PARIS INC. AND CO.,ZSLF02UC3X1JFV1UX676,MLTF,GSPIC,FR,PARIS,
SIGMA X EUROPE AUCTION BOOK,SGMV,SGMU,SGMT,GOLDMAN SACHS PARIS INC. AND CO.,ZSLF02UC3X1JFV1UX676,MLTF,,FR,PARIS,
SIGMA X EUROPE NEGOTIATED TRADE,SGMW,SGMU,SGMT,GOLDMAN SACHS PARIS INC. AND CO.,ZSLF02UC3X1JFV1UX676,MLTF,,FR,PARIS,
SIGMA X MTF NON-DISPLAYED BOOK,SGMX,SGMX,OPRT,GOLDMAN SACHS INTERNATIONAL BANK,N9FYJ29MC81JI74MJE92,MLTF,,GB,LONDON,ELECTRONIC TRADING PLATFORM FOR EUROPEAN EQUITIES.
SIGMA X MTF - AUCTION BOOK,SGMY,SGMX,SGMT,GOLDMAN SACHS INTERNATIONAL BANK,N9FYJ29MC81JI74MJE92,MLTF,,GB,LONDON,AUCTION BOOK.
SIGMA X MTF - NEGOTIATED TRADE,SGMZ,SGMX,SGMT,GOLDMAN SACHS INTERNATIONAL BANK,N9FYJ29MC81JI74MJE92,MLTF,,GB,LONDON,
SG OPTION EUROPE,SGOE,SGOE,OPRT,,969500FDN8G43HMHZM83,SINT,SGOE SI,FR,PARIS,SG OPTION EUROPE - SYSTEMATIC INTERNALISER BUSINESSES.
ASSET MATCH,SHAR,SHAR,OPRT,,21380095NEP4KIHOWO82,NSPD,,GB,AYLESBURY,
D.E. SHAW,SHAW,SHAW,OPRT,,TNWE6LERP1CI9IDAZB80,NSPD,,US,NEW YORK,
D.E. SHAW DARK,SHAD,SHAW,SGMT,,TNWE6LERP1CI9IDAZB80,NSPD,,US,NEW YORK,DARK POOL.
ALIOR BANK,SIAB,SIAB,OPRT,ALIOR BANK,259400QHDOZWMJ103294,SINT,,PL,WARSAW,SYSTEMATIC INTERNALISER.
